,country,description,designation,points,price,province,region_1,region_2,variety,winery
5321,US,"Subtle aromas vie for a place amidst bold swathes of toasted oak and leather in this concentrated, full-bodied wine. Plum and forest floor fill out the midpalate, striking a balance between ripe fruit and savory seasonings.",Patzimaro Vineyard,90,95.0,California,Napa Valley,Napa,Cabernet Sauvignon,Duckhorn
5322,New Zealand,"Fennel and yellow plum notes mark the nose, followed by flavors of peach, mirabelle plum and something akin to vegetable oil. This is richly textured for a dry Riesling, with a lingering, velvety feel on the long finish.",Single Vineyard Dry,90,20.0,Marlborough,,,Riesling,Huia
5323,New Zealand,"This medium-bodied, succulent wine blends three varieties into a complex and harmonious whole. Melon, stone fruit and grapefruit flavors are tinged with hints of peppery-gingery spice, then end long and mouthwatering.",Tangle Estate Grown Organic Pinot Gris-Gewurztraminer-Riesling,90,16.0,Marlborough,,,White Blend,Hunky Dory
5324,US,"Cherry cordial rises to the fore of this rich, thick and full-bodied red blended with 25% Syrah. Velvety in texture, it offers a wealth of meat, dust and chocolate flavors.",,90,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Ideology
5325,US,"Full bodied and well balanced, this wine has a broad, mouthfilling texture and enough concentration to carry its rich fruit notes into the finish. Cedar and black currant aromas meet black cherry and blackberry flavors, while a layer of fine-grained tannins frames the whole picture.",,90,25.0,California,Mendocino County,Mendocino/Lake Counties,Cabernet Sauvignon,Moniker
5326,Spain,"Creamy oak aromas shout “vanilla” and “wood resin” in full voice. This is a rough wine with stampeding tannins. Toasty boysenberry flavors are more pounding than elegant, while this tastes of bitter chocolate on an aggressive finish. Give this five years and it may show better but now it's massive and unsettled.",First Label,90,110.0,Northern Spain,Ribera del Duero,,Tempranillo,Bodegas Fuentespina
5327,New Zealand,"This plump, medium-bodied Chardonnay shows yellow fruit notes of mirabelle plum, peach and pineapple, all wrapped in a cocoon of woodsmoke. Drink now–2020.",Bannockburn,90,25.0,Central Otago,,,Chardonnay,Carrick
5328,New Zealand,"A consistent standard-bearer for the variety as expressed in Marlborough, the 2016 Private Bin boasts ample red currant and pink grapefruit aromas and flavors, perked up by a touch of leafiness. It's medium-bodied and perhaps a bit rounder and softer in the mouth than some, but finishes dry and stony.",Private Bin,90,14.0,Marlborough,,,Sauvignon Blanc,Villa Maria
5329,US,"Rich and robust with berry and currant fruit, this wine is rounded and full-bodied, with tannic weight and spicy layers of toasted oak.",,90,38.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sequoia Grove
5330,US,"Pastry shop aromas and abundant vanilla and nutmeg flavors make this wine easy to like. It's nicely dry and medium-bodied despite those initial sweet impressions, with a moderate dose of apple and lemon fruit for support.",Del Arroyo Vineyard,90,35.0,California,Livermore Valley,Central Coast,Chardonnay,Occasio
5331,US,"This 100% varietal wine was aged entirely in French oak and given plenty of time in bottle. It opens with a burst of coconut flavor and light cedar and currant accents, feeling structured yet light on the palate and juicier on the finish.",,90,55.0,California,Napa Valley,Napa,Petit Verdot,Joseph Cellars
5332,Spain,"Ripe dense aromas of blackberry and cassis border on prune and raisin but pull back. A compact saturated palate is held together by hard, pounding tannins, while grapy black-fruit flavors show a chocolaty note of fudge. A condensed tannic finish is heavy and feels a bit overextracted.",Monte Toro Crianza,90,18.0,Northern Spain,Toro,,Tempranillo,Bodegas Ramon Ramos
5333,US,"This blend of Syrah, Cabernet Franc and Cabernet Sauvignon offers up decadent juicy flavors of sun-kissed red cherries and watermelon. While dry in style, there's a slightly caramelized ripeness on the midpalate that balances out pertly against brisk grapefruit acidity. Enjoy now for its forward fruity exuberance.",,90,22.0,New York,North Fork of Long Island,Long Island,Rosé,Kontokosta
5334,US,"While there was some bottle variation between two samples, this elegant Sauvignon Blanc highlights the variety's more mineral, smoky expressions. Despite six years of cellar aging, there's still plenty of crisp cutting lemon and green-apple flavors augmented by spine-tingling acidity and a long chalky finish.",,90,20.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,Shaw
5335,France,This wine comes from a small appellation that specializes in botrytized wines. This mature wine with its honeyed touch (as well as lemon and ripe botrytis) is luscious and opulent. It has a smooth generous and full texture. There is a bitter-orange-marmalade flavor that gives a crisper edge at the end. This beautiful wine is ready to drink.,Cuvée Marie-Jeanne,90,28.0,Southwest France,Saussignac,,Bordeaux-style White Blend,Château le Payral
5336,France,This herbal wine comes in a beautifully designed bottle that mixes clear and blue glass. It is light and fruity—a lively mix of red fruits and citrus with a definite texture. This new wine from the Minuty estate is made to go with food.,Cuvée 281,90,75.0,Provence,Côtes de Provence,,Rosé,Château Minuty
5337,France,"Owned by the Abeille family of Château Mont-Redon in Châteauneuf-du-Pape, this wine is delicious. Crisp and clean with great red currant and citrus fruitiness, it is finely judged with acidity and a light texture balancing the fruit. Drink now.",,90,17.0,Provence,Côtes de Provence,,Rosé,Château Riotor
5338,US,"Rich and concentrated, this big, brawny bruiser tastes as advertised: layered with baked strawberry and cherry pie flavor and ripeness. Earthy soy, anise and cinnamon keep those elements in check, as does the wine's velvety texture.",Stanly Ranch,90,50.0,California,Los Carneros,Napa-Sonoma,Pinot Noir,Cherry Pie
5339,US,"Rich texture combines with subtle flavors in this full-bodied, complex wine. It opens with mineral and white pepper aromas, broadens into Anjou pear, vanilla and toasted almonds flavors, and finishes with creamy concentration.",,90,20.0,California,North Coast,North Coast,Chardonnay,Chime
5340,US,"Strong blueberry and black-cherry aromas mesh with cedar spice and tobacco ash on this rather elegant nose. A balsamic blueberry reduction flavor shows on the palate, where fine-grained tannins also present smashed vanilla flavors.",Alliage,88,33.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Byington
5341,US,"Made in an approachable style, light-bodied and yet showing an attractive level of richness, there's melon, oak and honey at this wine's core, accented by pretty floral notes of apple blossom and pie.",,88,15.0,California,Sonoma County,Sonoma,Chardonnay,Cannonball
5342,Spain,"Can't-miss aromas of petrol, wet stones and lime will have you thinking this is Riesling, but the blend is two-thirds Garnacha Blanca and the rest Macabeo. Tight and well cut on the palate, this tastes of melon, lime and peach pit. A quick, lean finish works.",Somdinou,88,16.0,Catalonia,Terra Alta,,White Blend,Celler Cooperatiu de Gandesa
5343,France,"The wine comes from a large 300 acre vineyard in the eastern Costa Serena region. Dominated by Niellucciu (aka Sangiovese), it brings out all the acidity of the grape, restrained by ripe raspberry and apple fruitiness. It is a light, bright and crisp wine.",,88,17.0,France Other,Corse,,Rosé,Domaine Vetriccie
5344,Italy,"This opens with delicate aromas that recall pear, yellow stone fruit and a whiff of almond. The juicy palate presents yellow peach, citrus and a hint of hazelnut alongside fresh acidity.",,88,20.0,Southern Italy,Greco di Tufo,,Greco,Donnachiara
5345,Italy,"Round and juicy, this offers enticing scents of white flower, mature apple, citrus and pear that carry over to the palate along with honeydew melon and a hint of aromatic herb. Fresh acidity balances the ripe fruit flavors.",Anthilia,88,17.0,Sicily & Sardinia,Sicilia,,White Blend,Donnafugata
5346,US,"Light red cherry, dried sage, black tea and thyme show on the nose of this bottling from the iconic facility in the heart of its namesake valley. There is a lot of action on the palate, where tart cherry and plum skin flavors meet with dried mint and earthy shrub elements.",Reserve,88,45.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Edna Valley Vineyard
5347,US,"A tad lighter in color, this smartly priced screwtop shows juicy red cherries and bramble fruit with wet gravel and red rose petals on the nose. The rich red cherries on the palate are cut by tart cranberries, pencil lead, peppercorns and rosemary.",Estate,88,22.0,California,Monterey,Central Coast,Pinot Noir,Paraiso Vineyards
5348,US,"Co-fermented with a small amount of Viognier, this wine opens in a flurry of sunflower before unleashing bold, firm flavors and layers of dense tannin and concentrated blackberry and cherry. The tannin continues to expand on the finish.",,88,60.0,California,Sonoma County,Sonoma,Syrah,Pride Mountain
5349,France,"Citrus and red-fruit aromas make for an attractive, perfumed wine. On the palate, a fresh character comes from the red currant and raspberry fruits. It is light and bright with a tight, mineral aftertaste.",,88,11.0,Bordeaux,Bordeaux Rosé,,Rosé,Quai de la Lune
5350,US,"More assertive and full-bodied than many versions, this wine smells like snap peas and spring flowers, but gets richer on the palate as peach flavors come out and mingle nicely in the unusually rich texture.",,88,18.0,California,Lake County,Mendocino/Lake Counties,Sauvignon Blanc,Rock Wall
5351,US,"Softened by 20% Merlot, and aged in a healthy majority of new French oak, this is a smoky, smooth and tannic wine with savory characteristics of pencil and cedar that outweigh the fruitier aspects of mountain blackberry.",Henry Brothers Vineyard,88,90.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Sequoia Grove
5352,US,"A burly, brawny vineyard-designate, this wine powerfully combines black pepper and leather with spicy blackberry and cherry. A lacing of dark chocolate provides further decadence around a steely structure.",Cassata Vineyard,88,54.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Muscardini
5353,US,"Fresh flavors of herb, gooseberry, lime and pear comingle. This is the first release of a new sister brand to Elk Cove. All Willamette Valley fruit, including some estate grown grapes, it's done in a clean and refreshing style. This is a perfect mid-week, food friendly white wine.",,88,15.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Pike Road
5354,Italy,"Made with 70% Grecanico, 15% Grillo and 15% Sauvignon Blanc, this offers enticing scents of fragrant yellow flower, honeydew melon and citrus. The creamy, enveloping palate offers grapefruit, peach, tropical fruit and note of chopped Mediterranean herb.",Alastro,88,,Sicily & Sardinia,Sicilia,,White Blend,Planeta
5355,Italy,"Delicate scents of lemon blossom, spring wild flower and citrus waft out of the glass. The vibrant, easygoing palate doles out nectarine, aromatic herb, white peach and a mineral note alongside bright acidity.",Pollara,88,13.0,Sicily & Sardinia,Sicilia,,Grillo,Principe di Corleone
5356,US,"This is a round and fruity wine, offering pretty flavors of cherry and hints of darker berries. There are notes of earth and anise also, and just a twinge of plastic lingering in the aftertaste.",,88,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Siduri
5357,France,"This is a young, perfumed wine with attractive red fruits. While the wood is showing at the moment, that will fade as the wine develops, giving a fresh, raspberry-dominated wine. Drink from 2018.",,88,34.0,Burgundy,Givry,,Pinot Noir,Chanson Père et Fils
5358,Italy,"A 50-50 blend of Nero d'Avola and Nerello Mascalese, this boasts fruity and spicy aromas of wild berry, fennel and Mediterranean herb. The fresh, juicy palate offers crushed strawberry, wild cherry and a note of white pepper. A hint of tangerine and a saline note close the crisp finish.",Delicio,88,,Sicily & Sardinia,Terre Siciliane,,Rosato,CVA Canicattì
5359,France,"Bright while also jammy, this is a ripe wine dominated by rich red fruit. The core of tannins doesn't disturb the strawberry flavors and the crisp acidity. The wine is already developing well. Drink from 2019.",Grasses Têtes,88,,Burgundy,Marsannay,,Pinot Noir,Domaine Bruno Clair
5360,France,"The slightest hint of baking spice hovers over fresh, tart but ripe apple notes. Something juicy and textured at the core makes you want to drink more.",Renaissance,88,24.0,Alsace,Alsace,,Sylvaner,Domaine Fernand Engel
5361,France,"Fresh and baked apple counter each other attractively. The palate is fresh and clean, with an earthy, textured edge. Brisk lemon notes provide freshness.",Val Saint Gregoire,88,16.0,Alsace,Alsace,,Pinot Blanc,Henri Schoenheitz
5362,France,"Clean, ripe apple notes glide across nose and palate in a fruity, refreshing, balanced and easy-drinking white. Drink soon while aromas are at their peak.",Les Natures,88,21.0,Alsace,Alsace,,Pinot Blanc,Jean-Baptiste Adam
5363,France,"Faint pear notes on the nose lead to a savory, earthy but crisp palate. The finish is very clean, even cleansing. This will shine with food.",,88,12.0,Alsace,Alsace,,Alsace white blend,Kuentz-Bas
5364,Italy,"Beeswax, mature orchard fruit and yellow flower aromas emerge from the glass. The refreshing palate offers lemon drop, peach and pear alongside tangy acidity. A grapefruit note closes the finish.",,88,19.0,Sicily & Sardinia,Sicilia,,Catarratto,Lombardo
5365,Italy,"Aromas of red berry and star anise lead the nose. The bright, savory palate delivers wild cherry, ripe strawberry, tangerine zest and grilled herb while a saline note fills in the crisp finish.",Perricone,88,,Sicily & Sardinia,Terre Siciliane,,Rosé,MandraRossa
5366,US,"Dark black in color, this bold wine is thick and rich in tannin and oak, with traces of dried herb, red currant and cedar, making it seem more like Cabernet. The coffee-laden finish provides further focus.",Cloud's Nest Vineyard,88,60.0,California,Mount Veeder,Napa,Petit Verdot,Trinchero
5367,Chile,"Rubbery berry, tea, cool mint, herb and savory aromas amount to something a bit funky. This Syrah feels chewy and tannic. Herbal, savory, soupy flavors finish with an infusion of tea-like influences on closing plum and berry fruit notes.",Nimbus Single Vineyard,88,15.0,Casablanca Valley,,,Syrah,Viña Casablanca
5368,Germany,"Smoke seeps throughout this deeply earthen Auslese, lending a savory, mineral tone to the bright lemon and tangerine flavors. The palate is honeyed and concludes deftly with a tea-leaf astringency that lingers on the finish.",Trittenheimer Apotheke Auslese,88,23.0,Mosel,,,Riesling,Bollig-Lehnert
5369,US,"Big and flashy, this high-elevation wine is for oak lovers. A heavily oaked aroma brings black pepper, cardamom and brown sugar to this dark-colored and richly textured wine. The flavors are almost as spicy, but some candied cherry joins in on the finish.",,88,38.0,California,Red Hills Lake County,Mendocino/Lake Counties,Mourvèdre,Peter Franus
5370,US,"Named for a small volcanic outcrop on the Niven family's sprawling property, this bottling from winemaker Christian Roguenant shows hearty black cherry, vanilla and star anise spice on the nose. The palate is extremely floral, with lavender, violet and elderflower scents, along with plum skin and crushed-slate flavors.",El Pico,93,35.0,California,Edna Valley,Central Coast,Pinot Noir,Baileyana
5371,France,"Lifted hints of chamomile and apple peel rise straight from the glass. The palate has the same streamlined citrus focus and just homes in on that sleek dry apple freshness that seem to be a dynamic force at the center of this wine. The flavors are concentrated and totally dominated by utter lemon freshness, tart and vivid to the last. Lovely now but with further potential. Drink now through 2030.",Hengst Grand Cru,93,50.0,Alsace,Alsace,,Riesling,Cave de Turckheim
5372,France,"The second wine of Angélus is almost as structured as the first wine. It has serious tannins and dark acidity. At the same time, the fruit is rich with black-currant flavors. It is solid with plenty of potential. Drink this very fine wine from 2023.",Le Carillon d'Angélus,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Angélus
5373,France,"Subtle hints of tart apples appear first, then there is the merest touch of quince, even a touch of lemon balm. The palate pans out aromatically, always in that apple and quince spectrum, and has a brightening crisp edge of freshness and absolute concentration and dryness. With more air, the aromatic lemon balm note adds its special perfume to this wine. This is invigorating and enlivening.",Zotzenberg Grand Cru,93,38.0,Alsace,Alsace,,Riesling,Boeckel
5374,US,"A sensational bottle at this price, it's ripe and textural, with a plush mix of strawberry and cherry fruit. The flavors evolve throughout a lengthy finish, adding layers of chocolate, malt and caramel, all in beautiful proportion.",Estate,93,35.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Alloro
5375,US,"Honey, white peach and vanilla cream show on the nose of this bottling from winemaker Sabrine Rodem, with a kick of hazelnut as well. The palate is all about restrained richness, its buttery lemon curd and cinnamon flavors cut by bright acidity and a lemon-peel tang.",3 Clone,93,35.0,California,Monterey,Central Coast,Chardonnay,Wrath
5376,Italy,"Enticing pressed rose, iris, woodland berry, Mediterranean brush and game aromas emerge from this succulent red. The palate is savory, doling out ripe wild cherry, black raspberry, grilled herb, white pepper flavors with a hint of sea salt. Firm but refined tannins and tangy acidity provide polished support. Drink 2020–2028.",,93,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,Lambardi
5377,France,"Rounded and rich, this single-vineyard wine is concentrated without losing a touch of its beautiful fruit. It has a fine balance between fruit and acidity as well as a tense line of minerality and tight texture. Drink this impressive wine from 2024.",,93,140.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Le Carré
5378,Australia,"Tasted together with the 2013, this is everything its younger brother is, but ever-so-slightly less intense. Complex notes of baking spices, pepper, bacon fat, raspberries and blueberries glide across the palate, picking up a slightly meaty note on the long, fruit-driven finish. Drink now–2030.",The Struie,93,50.0,South Australia,Barossa Valley,,Shiraz,Torbreck
5379,France,"This second wine of Calon Ségur is beautifully proportioned. It is fruity with rich tannins. At the same time, the crisp fruit of the vintage gives a lift to the deep concentration. Let the wine develop over several years. Drink from 2024.",Le Marquis de Calon Ségur,93,25.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Calon Ségur
5380,France,"Ripe and fruity, the wine is a great success. It has juicy berry fruits that are underpinned by the firm tannins and mineral structure. It is full while also crisp: a wine that is deliciously perfumed. Drink from 2024.",,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château de Fieuzal
5381,France,"Produced from biodynamically grown grapes, this is a fine, smooth and rich wine. Great tannins are cushioned within the ripe blackberry fruits and generous texture. It is already a delicious wine, although certain to age as well. The estate is close to Château Figeac. Drink from 2022.",,93,60.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Marzelle
5382,France,"Very earthy notes precede a subdued nose of citrus zest. These tart but expressive notes open up a little more on the palate where they are joined by a rounded, if crunchy structure. There is ample freshness here but also an earthy and (for now) citrus-fruited generosity. The finish reverts to stony, earthy cleanness. This is intriguing and needs time to unfold its fruit and unusual texture. Drink 2020–2030",Wiebelsberg Grand Cru,93,30.0,Alsace,Alsace,,Riesling,Biecher & Schaal
5383,Italy,"Fresh and linear, this opens with fragrant purple flower, red berry and new leather scents. The firm, youthfully austere palate is loaded with finesse, offering crunchy red cherry, fresh strawberry and licorice notes with taut, fine-grained tannins and vibrant acidity. Give it time to unwind and fully develop. Drink 2019–2028.",,93,40.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Boscarelli
5384,US,"As Willamette Valley vintners continually improve and redefine Oregon Chardonnay, a distinctive profile is emerging. This vivid and taut mineral-driven wine could be the poster child. The citrus, apples and pears bring a light touch of baking spices, extended length and surefire ageability. Plus, it's a fine value for a wine of such quality.",Estate,93,34.0,Oregon,Chehalem Mountains,Willamette Valley,Chardonnay,Alloro
5385,France,The nose is like a veil of Golden Delicious apple scent. The palate follows with soft apple freshness that is pervaded by a deeper lemony streak. But it is apple charm that stays on the surface. There are hints of wax and stone too. The dry intense palate is concentrated and clean. Apple and lemon notes linger and leave the palate utterly clean.,Wiebelsberg Grand Cru,93,53.0,Alsace,Alsace,,Riesling,Domaine Gresser
5386,France,"There is not just a notion of ripeness but almost of overripeness of pear fruit on the nose, accompanied by hints of honeysuckle. There also are hints of sandalwood and gentle vanilla. The palate is cushioned with mellow residual sweetness, making the rich flavors even more rich and generous. A vein of citrus freshness counters this, but this is in the generous, medium-sweet spectrum, oozing fruit and generosity. The finish, nonetheless, is precise and fresh. A great example of mature Pinot Gris.",Marckrain Grand Cru,93,26.0,Alsace,Alsace,,Pinot Gris,Domaine Michel Fonne
5387,France,"A very pure but subtle note of Golden Delicious apple hits the nose. The palate rounds out this ripe but tart flavor but also brightens it with lovely apple crispness and freshness. The body is dry and totally fresh with wonderful concentration, aromatic length and purity. This simply leaves you wanting more.",Ehrhart Hengst Grand Cru,93,30.0,Alsace,Alsace,,Riesling,Domaine Saint-Rémy
5388,Italy,"Earthy aromas suggesting leather, forest floor, tilled soil and dark spice take the lead in this Brunello, punctuated by a balsamic note. Firm and full-bodied, it delivers succulent Marasca cherry, star anise, mint and pipe tobacco, framed by tightly wound but refined tannins. Drink 2020–2032.",,93,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria dei Barbi
5389,Italy,"Violet, perfumed berry, new leather, cinnamon and mint aromas follow through to the elegant palate, lifting its juicy core of plum and ripe Morello cherry flavors. A licorice note signals the close while firm, fine-grained and polished tannins provide support. Drink 2018–2027.",Riserva,93,45.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Il Conventino
5390,Australia,"Only released in top vintages, this is Jim Barry's luxury cuvée of Cabenet Sauvignon. It does see plenty of oak, so it shows impressive notes of baking spices, vanilla and brown sugar, but it backs those with ample dark fruit. It's elegant despite its size, with a fine-grained tannins lingering on the finish. Drink now–2025, and possibly beyond.",The Benbournie,93,83.0,South Australia,Clare Valley,,Cabernet Sauvignon,Jim Barry
5391,US,"Owned by Ken and Karen Wright, Savoya is planted on ancient marine sedimentary soil. Bold cherry fruit carries a streak of salinity, that tastes like a shake of salt and pepper around tart pomegranate fruit. It's tangy and lightly herbal, with classic structure and a clear path to aging over a decade or longer.",Savoya Vineyard,93,63.0,Oregon,Willamette Valley,,Pinot Noir,Ken Wright
5392,Italy,"Made from 100% Merlot grapes, this boasts ripe red berry, cassis, espresso, vanilla and chopped mint aromas. The densely concentrated palate doles out ripe cassis, licorice, tobacco and sage flavors, blanketed in velvety tannins. Drink through 2022.",Messorio,93,225.0,Tuscany,Toscana,,Merlot,Le Macchiole
5393,US,"From a vineyard site long tapped by both this producer and others, this beautifully crafted white is rich in a swirl of apple pie, fig and anise aromas and offers a voluptuous texture and mouthfeel. That concentration is complemented by crisp acidity, allowing for both balance and complexity.",Olivet Lane Vineyard,93,60.0,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
5394,US,"From Mt. Eden and Wente clones grown at 1,700 feet, this under-$30 bottling shows key lime and pomelo pith freshness on the nose, backed by chalk, crushed sea shell and tangerine blossom aromas. There is a fine-grained texture to the tannins on the palate, where bright citrus fruit meets with marcona almond touches. It's simultaneously refreshing and savory.",Nelson Family Vineyard,93,28.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Mignanelli
5395,US,"Though not designated as such, this is a reserve-level effort, as noted by the special label (with Owen Roe in large, old-fashioned cursive lettering) and its overall concentration. Dense black fruits are strongly accented with flavors of espresso and baking spices. It's a powerful wine that is already drinking well, and should continue to do so into the late 2020s.",Merriman Vineyard Clandeboye,93,85.0,Oregon,Willamette Valley,,Pinot Noir,Owen Roe
5396,Italy,"Firm and refined, this fragrant red offers intriguing new leather, black-skinned fruit, truffle, dark spice and balsamic notes. The palate is elegant and structured, evoking succulent red cherry, cranberry, star anise, and chopped mint with a vein of of bright acidity and taut, polished tannins. Youthfully austere, it has impressive aging potential. Drink 2022–2037.",,93,50.0,Tuscany,Brunello di Montalcino,,Sangiovese,Padelletti
5397,US,"This is an exceptionally concentrated, smooth and delicious wine. It has ripe blueberry, blackberry and raspberry flavors, and its texture strikes the right balance between supple and tannic. A Coro Mendocino blend, it's made from a base of Zinfandel, with Petite Sirah, Syrah and a dash of Grenache. Delicious now, it also has the stuffing to age. Best from 2018.",Coro Mendocino,93,38.0,California,Mendocino County,Mendocino/Lake Counties,Red Blend,Parducci
5398,France,Damask rose and honeysuckle on the nose almost have a cotton-candy tang to them. The palate is medium sweet and adds peach compote to the floral notes and a dollop of plump luscious sweetness. There is huge concentration and big aromatic intensity on the midpalate with a lovely bitter edge that lasts long. There is a medium-sweet finish.,Furstentum Grand Cru Vieiiles Vignes,93,41.0,Alsace,Alsace,,Gewürztraminer,Paul Blanck
5399,Australia,"This release deserves some sort of award for consistency, year in and year out. The 2011 is light to medium in body and long, zesty and vibrant on the finish. Aromas and flavors of bergamot, honey (although the wine is completely dry) and toast are classic aged Eden Valley Riesling. Drink now–2030.",The Contours Museum Reserve,93,45.0,South Australia,Eden Valley,,Riesling,Pewsey Vale
5400,France,"This rounded, smooth wine will be delicious to drink. It is full of crisp white fruits, laced with lemon acidity while having a full, ripe character. From clay and chalk soil, it is forward, fruity and ready to drink now.",Calcite,88,,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Francis Blanchet
5401,US,"Blended from the Laguna, Del Rio and Two Rock vineyards, this tangy white is balanced and bright in preserved lemon, honey, ginger and caramel. The back beat conveys citrus and mellowed oak.",,88,33.0,California,Russian River Valley,Sonoma,Chardonnay,Gallo Signature Series
5402,France,"This wine is steely, with tight acidity and grapefruit and lime flavors. It is bright and lively, with a tense edge that needs to soften over the next few months. Drink from the end of 2016.",Les Montachins,88,23.0,Loire Valley,Sancerre,,Sauvignon Blanc,Gitton Père et Fils
5403,Italy,"This opens with aromas that recall wood shop, espresso, underbrush and mature black-skinned fruit. The firmly structured palate offers toasted oak, dried black cherry, roasted coffee bean and licorice alongside drying, close-grained tannins that leave an astringent finish.",Campo di Marzo Riserva,88,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Il Valentiano
5404,US,Baked black plums and mission figs mix with lavender and cracked pepper on the nose of this cool-climate bottling. The palate shows tart boysenberry flavors along with black peppercorns and condensed violets.,,88,40.0,California,Sta. Rita Hills,Central Coast,Syrah,Lincourt
5405,Italy,"The nose doesn't give much away while the tight palate offers mature black cherry, mint and a hint of baking spice. Fresh and tannic but one-dimensional, it lacks charm.",,88,34.0,Tuscany,Brunello di Montalcino,,Sangiovese,Maestro di Antichi Castelli
5406,Lebanon,"Pale apricot in the glass, this rosé made of Cinsault, Syrah and Cabernet Sauvignon has a bouquet of peach and clover. There is a bit of heft on the palate that belies its light color, with flavors of ripe peach, apple, and lemon curd. The finish is marked by touches of thyme and oregano.",,88,15.0,Bekaa Valley,,,Rosé,Massaya
5407,Canada,"Pinot Noir from Canada can often be quite delicate, but this is a full-bodied, even muscular effort. Toasty and tasty, it puts a pleasant roasted character upon ripe strawberry and cherry fruit. Tannins are substantial, along with some barrel flavors from nine months in French oak.",Reserve,88,32.0,British Columbia,Okanagan Valley,,Pinot Noir,Mission Hill
5408,US,"This wine is half Cabernet Sauvignon, with the balance Merlot (20%), Cabernet Franc (18%) and a healthy dollop of Petit Verdot. Aromas of green herbs, fresh flowers, soil and barrel spice lead to dark cherry flavors backed by grainy tannins.",Arianses Vineyard,88,30.0,Washington,Wahluke Slope,Columbia Valley,Bordeaux-style Red Blend,:Nota Bene
5409,US,"Blackberry, cigar box, vanilla bean and black-licorice aromas are out front, with savory herbs in the background, becoming more prominent over time. The dark-fruit flavors are elegant in style and linger on the smoky finish.",,88,39.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Plumb Cellars
5410,Moldova,"This Icewine is a blend of Muscat, Ottonel and Traminer. It presents the nose with caramelized pineapple, lemon curd and lemon meringue pie. It is fairly sweet on the palate with a mixture of lemon grass, sweet lime rind and lemon curd.",Premium Musct Ottonel-Traminer Icewine,88,42.0,Moldova,,,White Blend,Purcari
5411,US,"Tire rubber aromas provide some distraction from the notes of black pepper, citrus and fresh herbs. The elegant dark fruit, pepper and savory flavors are unmistakably varietal. There are many good things to explore.",,88,35.0,Idaho,,,Mourvèdre,Telaya
5412,US,"Black-cherry syrup and gravel touch the nose of this bottling from an estate in northern Paso owned by television producers. The palate shows clove and allspice as well as intriguing olallieberry and dark strawberry fruit, laid across a fairly tannic, asphalt-driven structure.",,88,19.0,California,Paso Robles,Central Coast,Merlot,Villa San Juliette
5413,Italy,"Pressed violet, underbrush, overripe black-skinned fruit and a hint of scorched earth come together on this. The warm, forward palate has a rather rustic charm, delivering mature plum, crushed black cherry, baking spice, leather and a bitter, earthy note accompanied by round, evolved tannins.",,88,18.0,Tuscany,Chianti Classico,,Red Blend,Il Brunone
5414,Italy,"A little air unlocks aromas of underbrush, scorched earth, blue flower, toasted oak and mature berry. On the firm palate, notes of espresso and licorice add some depth to the core of dried black cherry while grippy, close-grained tannins provide support.",,88,25.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Le Bertille
5415,France,"Still young, this is a dark wine with blueberry fruit and firm tannins both on display. It has concentration and the potential for juiciness and richness that will develop. A structured wine, it needs more time. Drink from 2018.",Domaine des Brosses,88,30.0,Loire Valley,Sancerre,,Pinot Noir,Alain Girard et Fils
5416,US,"This wine has a crispness and upfront brightness that speaks to low oak. Lemony with a bite of green apple, it offers a backdrop of marshmallow on the finish.",Estate Grown,88,24.0,California,Russian River Valley,Sonoma,Chardonnay,Balverne
5417,US,"Though billed as a Super Tuscan, this is an odd but refreshing wine for those seeking something different. The Cab-Sangio blend offers strong black pepper, brambleberry, pink peppercorns and a touch of pasilla chile on the underripe nose. The palate is light in body but full of bright cranberry fruit and intriguing herbals, led by green peppercorns.",Estate Riserva,88,45.0,California,Templeton Gap District,Central Coast,Cabernet Sauvignon-Sangiovese,Bella Luna
