,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
3471,Spain,"Dry, minty and saucy on the nose, with an old-school sheer palate full of acidity, citrus, cherry tomato, herbs and snap. Shows toasty oak, length and cheeky tannins along with red fruit finishing notes. In between new wave and traditional Rioja. Drink now through 2012.",Reserva Privada,88,60.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Vargas 2005 Reserva Privada  (Rioja),Tempranillo Blend,Marqués de Vargas
3472,France,"This barrel-fermented blend of Grenache Blanc, Vermentino and Roussanne features hints of toasted hazelnuts, but also plenty of ripe pear flavors and touches of spice and acacia blossom. The texture is lush, the flavors bold, just fading a bit in intensity on the finish.",Grand Cuvée,88,15.0,Rhône Valley,Luberon,,Joe Czerwinski,@JoeCz,Marrenon 2008 Grand Cuvée White (Luberon),Rhône-style White Blend,Marrenon
3473,Portugal,"A fresh, juicy wine with berry fruits, ripe but intense tannins and a black cherry flavor. There is a delicious, final burst of acidity.",Porca de Murça Tinto,88,10.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2007 Porca de Murça Tinto Red (Douro),Portuguese Red,Real Companhia Velha
3474,Israel,"Rich, lush and oaky with aromas and flavors of ripe red plum, red berries and vanilla cream. Round and full in the mouth with solid but soft tannins and moderate acidity. The finish is long and lingering, with suggestions of vanilla ice cream topped with mixed berry compote. Drink now.",Reserve Kosher,88,25.0,Ella Valley,,,Lauren Buzzeo,@laurbuzz,Recanati 2006 Reserve Kosher Merlot (Ella Valley),Merlot,Recanati
3475,US,"Though the winery indicates that just one quarter of the barrels (all French oak) were new, this wine puts those spicy, toasty scents and flavors of mocha and cinnamon front and center. It's soft and silky, with round, forward flavors of plums dipped in chocolate.",Whole Cluster Reserve,88,40.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Bishop Creek Cellars 2007 Whole Cluster Reserve Pinot Noir,Pinot Noir,Bishop Creek Cellars
3476,France,"A dry, spicy wine, with some good dense tannins. There is some power here, the dark fruits hinting at sweetness, but this is followed by the high acidity typical of the vintage. It should all come together in a year to 18 months.",,88,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Couhins-Lurton 2007  Pessac-Léognan,Bordeaux-style Red Blend,Château Couhins-Lurton
3477,France,"There is plenty of wood, both in aromas and to taste. What is worrying is the dominance of the wood over the relatively light fruit character. There are just hints of Cabernet black currants, but then the wood closes in. It needs 3–4 years to come together.",,88,,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Fonréaud 2007  Listrac-Médoc,Bordeaux-style Red Blend,Château Fonréaud
3478,France,"Good density here, with tannins that spring from bright berry fruits. The acidity is certainly present, but it has weight behind it, giving potential richness balanced by wood.",,88,17.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Lieujean 2007  Haut-Médoc,Bordeaux-style Red Blend,Château Lieujean
3479,France,"A finely made wine, with elegant fruit and tannins, but definitely on the light side. The red berry fruits are soft and juicy, already a pleasure to drink, with only short-term aging.",,88,35.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Lynch-Moussas 2007  Pauillac,Bordeaux-style Red Blend,Château Lynch-Moussas
3480,France,"Relatively lightweight, the wine has soft, stalky tannins and flavors of hedgerow fruits to go with the well-judged layer of smoky wood. It is dry, firm and fresh.",,88,67.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Vray Croix de Gay 2007  Pomerol,Bordeaux-style Red Blend,Château Vray Croix de Gay
3481,Portugal,"A firm, solidly tannic wine that is balanced easily between tight fruit tannins, elegant plum fruits and taut acidity. The aftertaste is smoky from the wood, but with the fruit always present.",Churchill Estates,88,28.0,Douro,,,Roger Voss,@vossroger,Churchill's 2007 Churchill Estates Touriga Nacional (Douro),Touriga Nacional,Churchill's
3482,France,"With light spiciness, this is a full-bodied wine, dominated by tropical fruits. It is rich, rounded, soft, with touches of honey.",,87,18.0,Alsace,Alsace,,Roger Voss,@vossroger,Jean Albrecht 2010 Pinot Gris (Alsace),Pinot Gris,Jean Albrecht
3483,France,"Attractive, soft, white-fruit wine, its pear flavors rounded and gentle. This is a perfect apéritif style, easy with light acidity to cut through the ripe fruit.",,87,13.0,Alsace,Alsace,,Roger Voss,@vossroger,La Cave des Vignerons de Pfaffenheim 2009 Pinot Blanc (Alsace),Pinot Blanc,La Cave des Vignerons de Pfaffenheim
3484,US,"Subtle and crisp in profile, this not-quite-dry Riesling from Lakewood Vineyards is delicate in its soft, slightly underripe peach and apricot tones. Vibrant acidity and a clean, floral spray on the finish make it wonderfully refreshing.",Dry,87,13.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lakewood 2009 Dry Riesling (Finger Lakes),Riesling,Lakewood
3485,US,"A fragrant start brings raspberries and rose petals, along with traces of Dr. Pepper and cinnamon spice. In the mouth the wine fades a bit, not showing the depth that the aromas seem to promise. Good flavors, just a little light.",Suzanne's Estate Reserve,87,40.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Left Coast Cellars 2008 Suzanne's Estate Reserve Pinot Noir (Willamette Valley),Pinot Noir,Left Coast Cellars
3486,France,"Rounded, spicy wine with only light acidity and more of the lychee and mango side. It is ripe and generous, hinting at a dry core of firmness.",Cuvée Marie,87,30.0,Alsace,Alsace,,Roger Voss,@vossroger,Lucien Albrecht 2009 Cuvée Marie Gewurztraminer (Alsace),Gewürztraminer,Lucien Albrecht
3487,US,"Winemaker Morten Hallgren harnesses a traditional Italian grape-drying technique called appassimento to create this richly concentrated but dry Chardonnay. Initial notes of smoke and roasted hazelnut skins fade on the nose and palate to reveal a clean, fresh apple and pear character, speckled with white flowers and a bright lemon-lime acidity.",,87,19.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Ravines 2008 Chardonnay (Finger Lakes),Chardonnay,Ravines
3488,Italy,"Barbecue, black olives, Indian spice and mature fruit open the nose of this rich Ripasso made with a traditional blend of Valpolicella red grapes. There's a touch of green curry and forest floor, but the wine ultimately closes on a plush sweet note.",Tenuta Lena di Mezzo,87,20.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Monte del Frá 2008 Tenuta Lena di Mezzo  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Monte del Frá
3489,US,"A tannic Sierra Foothills Sangiovese that's plenty earthy, exhibiting swathes of licorice and berry too.",Estate,87,21.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Naggiar 2009 Estate Sangiovese (Sierra Foothills),Sangiovese,Naggiar
3490,Italy,"This Ripasso opens with a solid, direct approach spearheaded by plump aromas of cherry, chocolate and a touch of root beer. In the mouth, it shows medium structure with a clean, polished close.",,87,25.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Novaia 2008  Valpolicella Classico Superiore Ripasso,"Corvina, Rondinella, Molinara",Novaia
3491,US,"Chard fans will exult in this spicy wine. It packs a potent punch of pineapples, apricots, tangerines and honey, and is nicely balanced with crisp acidity.",Blue Ash Road,87,20.0,California,Sonoma County,Sonoma,,,Parkers Estate 2010 Blue Ash Road Chardonnay (Sonoma County),Chardonnay,Parkers Estate
3492,Chile,"The spectrum of varietal aromas is here: saline, olive, forest floor, tea and red and black fruits. Weighty and round in the mouth, with good feel and full blackberry flavors supported by creamy oak and vanilla. Juicy and red enough on the finish, where a pop of acidity registers.",Reserve Barrel Select,87,12.0,Cachapoal Valley,,,Michael Schachner,@wineschach,Santa Ema 2009 Reserve Barrel Select Carmenère (Cachapoal Valley),Carmenère,Santa Ema
3493,US,"Topaz Imperial is Sparkling Pointe's first nonvintage blend of the three traditional Champagne grape varieties. While intensely aromatic of ripe red berries and plums, it maintains an elegant dryness throughout. Rich on the palate with a soft, delicate mousse, it lingers long on an earthy, mushroom-scented finish.",Topaz Imperial,87,33.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Sparkling Pointe 2007 Topaz Imperial Sparkling (North Fork of Long Island),Sparkling Blend,Sparkling Pointe
3494,Italy,"There's an earthy note here that recalls button mushroom and horse skin backed by dried fruit and prune. The wine shows a lighter, crisper mouthfeel with a sweet versus sour contrast at the very end.",Paverno,87,25.0,Veneto,Amarone della Valpolicella Classico,,,,Vaona 2007 Paverno  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Vaona
3495,Germany,"Loosen's Grosses Gewächs bottling from old vines is plump, custardy and slightly sweet-tasting, buoyed by ample ripe apple and peach flavors and tinged with hints of lime, fern fronds and crushed stone. It might well have been more impressive served in a different (sweeter) flight; in this context it seemed slightly soft.",Ürziger Würzgarten Alte Reben GG Trocken,87,42.0,Mosel,,,Joe Czerwinski,@JoeCz,Dr. Loosen 2009 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Dr. Loosen
3496,Chile,"Vacillates between seeming totally fresh and clean and showing herbal, light green notes. There's graham cracker, jammy blackberry and bergamot on the nose, but also a pickled element. Grabby, chunky and jammy in the mouth, with juicy acidity and blue fruit flavors.",Reserva,87,11.0,Maipo Valley,,,Michael Schachner,@wineschach,Echeverria 2009 Reserva Syrah (Maipo Valley),Syrah,Echeverria
3497,France,"A wine that is so perfumed, consummate pleasure to drink. It is soft as well as rich, the spice packed into a rounded structure. Drink now.",Tradition,87,,Alsace,Alsace,,Roger Voss,@vossroger,Emile Beyer 2009 Tradition Gewurztraminer (Alsace),Gewürztraminer,Emile Beyer
3498,Italy,"There's a touch of pungent apple skin at first, but the bouquet opens up over time with pretty floral tones and shadings of forest fruit and dried raspberry. For an Amarone, this wine is surprisingly bright and crisp on the close.",,87,65.0,Veneto,Amarone della Valpolicella Classico,,,,Giuseppe Lonardi 2007  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Giuseppe Lonardi
3499,US,"While the nose on this unoaked Chardonnay is exuberant with billowing, ripe yellow stonefruit and floral aromas, the palate is quite brisk in style with a lean, steely acidity. Dry and medium bodied, it's an exceptionally elegant Chardonnay.",Unoaked Ingle Vineyard,87,16.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Heron Hill 2009 Unoaked Ingle Vineyard Chardonnay (Finger Lakes),Chardonnay,Heron Hill
3500,US,"This frankly sweet sparkler smells like toasted almonds and pistachios, and tastes rich, round, floral and nutty. It has a good, fine bead, nice balance from the wine's acidity, and feels smooth and broad in texture.",Sweet Cuvée,88,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Korbel NV Sweet Cuvée Sparkling (California),Sparkling Blend,Korbel
3501,France,"A soft and fruity style of rosé from a small Aube producer, this is ripe with red berry fruit and bright with acidity and orange zest tang. Dominated by Chardonnay, its color coming from still Pinot Noir wine, it's ready to drink now.",Brut Royal Rosé,88,35.0,Champagne,Champagne,,Roger Voss,@vossroger,Lété-Vautrain NV Brut Royal Rosé  (Champagne),Champagne Blend,Lété-Vautrain
3502,US,"Dark berry, herb and blue-fruit aromas lead to silky fruit flavors. The tannins bring a slightly sticky feel to the finish.",,88,13.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Lone Birch 2015 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Lone Birch
3503,US,"Beautifully smooth, this medium-bodied and easy-drinking wine seems to melt in the mouth. Black cherry, blueberry and light smoky aromas segue to more cherry and chocolate flavors on the palate, where the texture is soft and appealing. It's a harmonious blend of Zinfandel, Merlot, Cabernet Sauvignon and Syrah.",Cracked Earth,88,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,Montevina 2014 Cracked Earth Red (California),Red Blend,Montevina
3504,US,"Candied black cherry, crushed thyme, marjoram, peppercorn and smoked meat show on the nose of this bottling. The palate is very sweet, nearly treacly by sip two, showing concentrated strawberry juice and hoisin spice against a thick mouthfeel.",Euphoric La Vista Vineyard,88,55.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Nicora 2014 Euphoric La Vista Vineyard Grenache (Adelaida District),Grenache,Nicora
3505,US,"This is the inaugural release from this winery, which dedicates itself to the production of Grenache. A blend of fruit from Alder Ridge and Upland vineyards, it brings aromas of red plum, herb and spice that are followed by elegant, mouthwatering red-fruit flavors. It shows the variety's more delicate side.",,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ocelli 2012 Grenache (Columbia Valley (WA)),Grenache,Ocelli
3506,US,"This is a blend of 46% dry-farmed Merlot, 45% Malbec and 9% Petit Verdot from the Lamonica Vineyard south of the Stags Leap District. Cola, leather and coffee ride a smoothly tannic, medium-bodied offering of likable approachability.",,88,40.0,California,Napa Valley,Napa,Virginie Boone,@vboone,One Iron 2012 Meritage (Napa Valley),Meritage,One Iron
3507,US,"Soft, layered and reasonably complex, this red blend showcases juicy black cherry, cassis and a wealth of dried herb. A good value for the quality, it'll serve a gathering well, or do its job as a weekday wine.",Tyto,88,18.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Owl Ridge 2012 Tyto Red (Alexander Valley),Red Blend,Owl Ridge
3508,US,"One of Oregon's best-kept secrets is this well-made budget-priced Pinot from Eola Hills. Aged in French and American oak for just under one year, it's labeled as a plain Oregon AVA, but it's 95% Willamette Valley fruit. That brings an extra dimension to the wine, with some tannic muscle and a streak of dried leaf and forest floor flavors along with ripe strawberry fruit.",,88,19.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Eola Hills 2015 Pinot Noir (Oregon),Pinot Noir,Eola Hills
3509,Italy,"Acacia, honeyed nut and yellow stone fruit aromas lead the nose. The medium-bodied palate shows surprising depth for the cool wet vintage, offering yellow apple, pear and bitter almond alongside zesty acidity. A mouthwatering saline note wraps up the finish.",Riserva,88,22.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Fattoria La Vialla 2014 Riserva  (Vernaccia di San Gimignano),Vernaccia,Fattoria La Vialla
3510,Italy,"Made entirely with Magliocco, a native grape from Calabria, this has aromas of black currant and Mediterranean herb. The straightforward palate delivers prune, cinnamon and tobacco alongside dusty tannins. Enjoy through 2019.",Pollino,88,,Southern Italy,Calabria,,Kerin O’Keefe,@kerinokeefe,Ferrocinto 2015 Pollino Magliocco (Calabria),Magliocco,Ferrocinto
3511,US,"Strong scents of cola and chocolate come up quickly from the glass, and those flavors notes override the light strawberry and cherry fruit. With a bit of breathing time they all combine gracefully, crafting a full forward wine with a pleasing creamy texture.",Madrona Hill Vineyard,88,39.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Gersing 2015 Madrona Hill Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Gersing
3512,Italy,"This opens with enticing scents of white spring flower and white orchard fruit. On the bright palate, a hint of bitter almond underscores green apple and nectarine while bright acidity and a saline note provide a mouthwatering finish.",Principe Strozzi,88,18.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Guicciardini Strozzi 2015 Principe Strozzi  (Vernaccia di San Gimignano),Vernaccia,Guicciardini Strozzi
3513,US,"This is high-octane and boldly ripe wine from the wilds of Calistoga, offering bacon char, cranberry, plum and a richness of milk chocolate.",Luvisi Vineyard,88,48.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Hunnicutt 2014 Luvisi Vineyard Zinfandel (Napa Valley),Zinfandel,Hunnicutt
3514,US,"Soft, supple and floral, this wine is full-bodied and moderately structured, offering bold swathes of compost, sage and cola spice.",Lone Tree Vineyard Estate Grown,88,59.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Acacia 2014 Lone Tree Vineyard Estate Grown Pinot Noir (Carneros),Pinot Noir,Acacia
3515,US,"Bright aromas of raspberry, herb, cigar box and dried cranberry are followed by full-bodied cranberry and raspberry flavors. It delivers enjoyment but seems a bit dried out.",Stonetree Vineyard,88,24.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Angel Vine 2013 Stonetree Vineyard Zinfandel (Columbia Valley (WA)),Zinfandel,Angel Vine
3516,France,"This is the producer's nonvintage cuvée—a crisp, apple-flavored wine dominated by the softness of Pinot Meunier. It's fruity with an attractive and zesty acidity. A great apéritif-style Champagne.",Grande Réserve Brut,88,24.0,Champagne,Champagne,,Roger Voss,@vossroger,Baron-Fuenté NV Grande Réserve Brut  (Champagne),Champagne Blend,Baron-Fuenté
3517,US,"Herbal in a shock of dusty sage and black tea, this is a layered, robust wine, deep in raspberry and vanilla flavor with a mineral-laden belly of stone. The finish is tannic and lengthy, showy in oak.",Maestro Collection Ranch No. 5,88,38.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Beaulieu Vineyard 2014 Maestro Collection Ranch No. 5 Pinot Noir (Carneros),Pinot Noir,Beaulieu Vineyard
3518,Spain,"Aromas of orange pulp and peel are hanging in there. This feels both oily and citric, while sour-leaning citrus flavors are a bit salty. On the finish, this feels plump and holds onto its citrusy essence. Drink immediately.",Floreano e Punto,88,18.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Bodegas Carballal 2015 Floreano e Punto Albariño (Rías Baixas),Albariño,Bodegas Carballal
3519,France,"From its cellar in Aÿ, this small négociant buys grapes from a range of villages. This signature wine is soft with a crisp background and delicate acidity. Rounded and full of white fruit on the finish, it's ready to drink.",Brut Régence,88,55.0,Champagne,Champagne,,Roger Voss,@vossroger,Brimoncourt NV Brut Régence  (Champagne),Champagne Blend,Brimoncourt
3520,US,"A field mix of seven varieties, this is a sanguine, thick and rich wine, softly layered in licorice, fig and cranberry, with a big presence on the palate. Dusty and leathery, it begs emphatically to be paired with pizza.",Tinto,88,45.0,California,St. Helena,Napa,Virginie Boone,@vboone,Casa Nuestra 2013 Tinto Red (St. Helena),Red Blend,Casa Nuestra
3521,US,"The nose on this bottling is quite complex and elegant, with black cherry syrup, cola, milk chocolate and sandalwood touches. The palate is more straightforward, with blackberry-balsamic sauce and black cherry fruit.",,88,62.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Cass 2013 Malbec (Paso Robles),Malbec,Cass
3522,US,"This GSM pink wine offers very inviting notes of fresh watermelon, strawberry, pink rose and slight bubblegum on the nose. With ripe strawberry flavors and a slight orange bitterness toward the finish, this is a perfect wine for sunny afternoons and beach days, if the slightest bit sweet.",Oasis,88,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Cass 2015 Oasis Rosé (Paso Robles),Rosé,Cass
3523,Italy,"This opens with aromas of tilled soil, underbrush and prune. The dense palate delivers blackberry jam, vanilla and toasted oak alongside chewy tannins that leave a rather astringent finish.",Bron& Ruseval Riserva,88,27.0,Central Italy,Romagna,,Kerin O’Keefe,@kerinokeefe,Celli 2013 Bron& Ruseval Riserva Sangiovese (Romagna),Sangiovese,Celli
3524,France,"This is a tightly wrought wine, the white fruit flavors given a nervy edge of minerality. Its fruit and acidity are coming into balance, needing further age to fully integrate. Drink from 2018.",Blanc de Blancs Brut,88,55.0,Champagne,Champagne,,Roger Voss,@vossroger,Collet NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Collet
3525,France,"This nonvintage cuvée is dominated by Pinot Noir and Pinot Meunier. That gives richness as well as a crisp lemon and tangy orange character. Ripe and full, it's balanced and ready to drink.",Brut Art Déco,88,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Collet NV Brut Art Déco  (Champagne),Champagne Blend,Collet
3526,Italy,"Round and accessible, this smooth straightforward Aglianico offers flavors of juicy blackberry, wild cherry, ripe plum and baking spice framed in supple tannins. There's not much complexity, but it is delicious. Drink through 2019.",,88,26.0,Southern Italy,Taurasi,,Kerin O’Keefe,@kerinokeefe,D'Aione 2010  Taurasi,Aglianico,D'Aione
3527,Italy,"Typical varietal aromas of wild berry and damp earth lift from the glass while the rather lean vibrant palate offers morello cherry, blackberry and star anise. Racy acidity and firm tightly packed tannins provide the backbone. Drink 2019–2026.",,88,22.0,Southern Italy,Aglianico del Vulture,,Kerin O’Keefe,@kerinokeefe,D'Angelo 2014  Aglianico del Vulture,Aglianico,D'Angelo
3528,US,"A good sense of concentration and depth make this medium-bodied wine taste big and satisfying without overdoing it. It has a very dark color, fruity and lightly spicy aromas, rich plum and black cherry flavors and rather mild tannins.",Big Red Blend No 33-1,88,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Dark Horse NV Big Red Blend No 33-1 Red (California),Red Blend,Dark Horse
3529,Germany,"A nuanced touch of residual sugar softens the edges of this zesty, light-footed Riesling. Its sweet-tart lemon and lime flavors are thirst-quenching and crisp. Touches of crushed minerals and nuts mark its brisk finish.",Made With Organic Grapes,88,12.0,Rheinhessen,,,Anna Lee C. Iijima,,Schlink Haus 2015 Made With Organic Grapes Riesling (Rheinhessen),Riesling,Schlink Haus
3530,Italy,"A fragrant Barolo, showing intense rose and violet aromas with undertones of red fruits and spice. The palate delivers dense dark cherry, white pepper and mint flavors, with a hint of vanilla. It's long and linear but still young, with aggressive tannins that need time to mellow.",Costa Grimaldi,92,92.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Poderi Luigi Einaudi 2009 Costa Grimaldi  (Barolo),Nebbiolo,Poderi Luigi Einaudi
3531,Austria,"This is a delicate sweet Riesling, honeyed and with intense acidity as a foil. The wine is delicate, holding back on its richness with a light touch, and very poised. The wine is destined for aging over at least six years and more. Screwcap.",Auslese,92,,Niederösterreich,,,Roger Voss,@vossroger,Schloss Gobelsburg 2011 Auslese Riesling (Niederösterreich),Riesling,Schloss Gobelsburg
3532,Australia,"Vasse Felix's impressively consistent track record with Cabernet continues with the 2009, a mouth-filling, supple wine that still retains a modicum of structure. Bold cassis fruit is balanced by earthy, meaty complexity and finishes long and mouthwatering. Drinkable now, but it should hold easily through 2020, and possibly longer.",,92,38.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Vasse Felix 2009 Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Vasse Felix
3533,US,"A terrific wine, with a crisp, clean, classic nose of pure, crystalline Sauvignon Blanc. Done in all stainless, sourced from Artz (Red Mountain) and Stillwater Creek (Ancient Lakes), this riot of melon, citrus, apple and sweet hay is just about perfect, with lovely natural acidity.",,92,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Woodinville Wine Cellars 2012 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Woodinville Wine Cellars
3534,Australia,"D'Arenberg's The Coppermine Road is always structured—sometimes to excess—but the 2009 vintage seems to have the requisite flesh to age successfully. Cedar, chocolate and cassis notes surround a firm core of dusty tannins. Drink from 2015–2025, and possibly beyond.",The Coppermine Road,92,65.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2009 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg
3535,US,"Freeman's Ryo-fu Chardonnay always is a tasty, delicious wine. This wine shows a purity of tropical and citrus fruits, with subtle mineral, roasted nut and dried apple complexities, brightened by crisp, lemony acidity. Drink now–2017, but not too cold.",Ryo-Fu,92,40.0,California,Russian River Valley,Sonoma,,,Freeman 2011 Ryo-Fu Chardonnay (Russian River Valley),Chardonnay,Freeman
3536,Austria,"Rubin is the name used in Carnuntum for those wines that have been judged by other producers in the region. Walter Glatzer's Rubin is solid, dark, concentrated and rich. It has the smoothness of wood aging while retaining its Bing-cherry and black-currant flavors. With its firm character, it needs some aging for four years and more.",Rubin Carnuntum,92,25.0,Carnuntum,,,Roger Voss,@vossroger,Glatzer 2011 Rubin Carnuntum Zweigelt (Carnuntum),Zweigelt,Glatzer
3537,France,"Firm and bold, this is a solid wine. Its tannins and ripe berry fruit are upfront, the acidity and fresh character of the vintage in the background. Powered by a dry core, this is a wine that could do with at least five years' aging.",Vieilles Vignes,92,39.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Lamothe-Cissac 2011 Vieilles Vignes  (Haut-Médoc),Bordeaux-style Red Blend,Château Lamothe-Cissac
3538,Austria,"Yellow fruits lead off this sophisticated wine. With its creamy texture, overlaid by a more steely texture, it's a wine that has aging potential as well as present fruitiness for early drinking. So age for four years or give in to the freshness now. Screwcap.",Terrassen Smaragd,92,30.0,Wachau,,,Roger Voss,@vossroger,Domäne Wachau 2012 Terrassen Smaragd Riesling (Wachau),Riesling,Domäne Wachau
3539,Italy,"This traditionally crafted Barolo shows earthy sensations of truffle, underbrush and leather along with delicious spice and ripe cherry flavors, along with uplifting mineral notes. The ripeness demonstrates the warmth of the vintage.",Brunate Le Coste,92,120.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giuseppe Rinaldi 2009 Brunate Le Coste  (Barolo),Nebbiolo,Giuseppe Rinaldi
3540,Italy,"Giuseppe Nada and his son Enrico have produced an earthy and gripping Barbaresco, with floral, truffle aromas punctuated with Alpine herbs. The palate shows layers of dark cherry-berry fruit, balsamic notes of sage and mint, all backed up by a firmly tannic backbone. Best after 2016.",Casot,92,30.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Nada Giuseppe 2010 Casot  (Barbaresco),Nebbiolo,Nada Giuseppe
3541,Italy,"From the Basarin vineyard area in the village of Neive, this shows power and finesse in its typical Nebbiolo sensations of underbrush, floral notes and truffle. The palate has creamy dark-cherry fruit layered with spices and balsamic herbs and a long finish. It will develop fully over the next few years and should age well.",Cascinotta,92,50.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Negro Angelo e Figli 2010 Cascinotta  (Barbaresco),Nebbiolo,Negro Angelo e Figli
3542,US,"This 100% Cabernet Sauvignon, sourced from one of Washington's most iconic vineyards, is aromatically appealing with barrel notes of toast, chocolate, and spice alongside earth and dark cherry. It's wound up at present with tart acids and tightly coiled tannins, showing impeccable restraint and elegance.",Champoux Vineyard,92,55.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Januik 2010 Champoux Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Januik
3543,US,"L'Ecole's Columbia Valley Cabernet is again 100% varietal; the blending magic comes from a mix of excellent vineyards. This is a classy, classic wine, with pinpoint structure and spot-on varietal character. The compact palate is packed with details, and though it's drinking well, it is clearly a wine to cellar for a while longer. Notes of clean earth, clover, herb and light chocolate add depth to a core of black cherry and cassis.",,92,32.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,L'Ecole No. 41 2010 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
3544,Italy,"From a vineyard at the peak of the Sarmassa hill, this shows ripe berry and balsamic aromas and a hint of orange peel. The palate delivers juicy cherry flavors, mint and licorice notes, and has a firm tannic backbone. It also shows the warmth of the vintage, so it's best to drink in 5–10 years.",Bricco Sarmassa,92,70.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Brezza 2009 Bricco Sarmassa  (Barolo),Nebbiolo,Brezza
3545,US,"Bella's only 2010 Zinfandel from the Russian River Valley is high in alcohol, but manages somehow to maintain balance. It's softly tannic and incredibly rich in chocolate, mulberry jam, cassis liqueur, prune and peppery-spice flavors. Delicious, but heady.",Block 10,92,45.0,California,Russian River Valley,Sonoma,,,Bella 2010 Block 10 Zinfandel (Russian River Valley),Zinfandel,Bella
3546,US,"Another dry, ageable Pinot from this fine winery. The light, silky texture and brisk acidity make it feel especially stimulating and easy. There's tremendous weight to the red fruits and currants. Give it 6–8 years in a good cellar.",Bella Una,92,56.0,California,Russian River Valley,Sonoma,,,Benovia 2010 Bella Una Pinot Noir (Russian River Valley),Pinot Noir,Benovia
